sale_id,product_name,sale_date,quantity_sold,unit_price,total_sale
608,Tablet,2025-02-01,15,183,2745
609,Mouse,2025-02-02,16,144,2304
610,Keyboard,2025-02-04,1,111,111
611,Mouse,2025-02-04,8,140,1120
612,Printer,2025-02-15,18,64,1152
613,Printer,2025-02-13,10,91,910
614,Tablet,2025-02-01,16,172,2752
615,Mouse,2025-02-07,19,174,3306
616,Tablet,2025-01-24,3,98,294
617,Mouse,2025-02-06,11,171,1881
618,Printer,2025-02-14,18,166,2988
619,Laptop,2025-01-29,20,106,2120
620,Keyboard,2025-02-12,19,117,2223
621,Mouse,2025-01-24,5,118,590
622,Printer,2025-02-01,6,189,1134
623,Laptop,2025-02-07,15,179,2685
624,Mouse,2025-02-17,16,184,2944
625,Tablet,2025-01-21,5,99,495
626,Keyboard,2025-02-10,3,93,279
627,Keyboard,2025-01-23,1,153,153
628,Printer,2025-02-11,10,122,1220
629,Keyboard,2025-02-14,16,94,1504
630,Mouse,2025-01-29,6,184,1104
631,Keyboard,2025-02-08,5,136,680
632,Laptop,2025-01-29,17,189,3213
633,Tablet,2025-01-30,15,90,1350
634,Mouse,2025-02-04,19,75,1425
635,Printer,2025-02-04,20,164,3280
636,Tablet,2025-02-14,17,117,1989
637,Keyboard,2025-01-20,15,200,3000
638,Mouse,2025-01-21,1,85,85
639,Laptop,2025-01-20,1,57,57
640,Printer,2025-02-11,18,133,2394
641,Laptop,2025-02-09,13,180,2340
642,Tablet,2025-01-20,18,84,1512
643,Mouse,2025-02-07,1,69,69
644,Tablet,2025-02-07,1,150,150
645,Mouse,2025-02-17,2,102,204
646,Mouse,2025-02-08,14,88,1232
647,Mouse,2025-02-08,9,189,1701
648,Keyboard,2025-01-25,14,143,2002
649,Printer,2025-01-22,19,129,2451
650,Tablet,2025-02-17,8,76,608
651,Laptop,2025-01-31,6,137,822
652,Mouse,2025-01-28,5,182,910
653,Laptop,2025-02-07,5,164,820
654,Printer,2025-01-26,2,96,192
655,Tablet,2025-02-18,2,73,146
656,Keyboard,2025-02-15,3,115,345
657,Mouse,2025-01-21,3,75,225
658,Keyboard,2025-01-27,12,88,1056
659,Mouse,2025-01-20,11,140,1540
660,Mouse,2025-02-18,8,192,1536
661,Mouse,2025-02-18,18,137,2466
662,Tablet,2025-02-14,3,88,264
663,Tablet,2025-02-14,7,94,658
664,Keyboard,2025-01-24,7,169,1183
665,Mouse,2025-01-26,7,99,693
666,Tablet,2025-01-22,3,67,201
667,Mouse,2025-01-21,12,72,864
668,Tablet,2025-01-25,5,162,810
669,Tablet,2025-01-22,3,163,489
670,Printer,2025-02-16,15,78,1170
671,Mouse,2025-02-02,1,158,158
672,Laptop,2025-02-02,2,188,376
673,Keyboard,2025-01-20,10,164,1640
674,Keyboard,2025-02-14,1,50,50
675,Printer,2025-02-06,9,175,1575
676,Printer,2025-01-27,14,196,2744
677,Printer,2025-02-07,6,184,1104
678,Laptop,2025-02-09,10,66,660
679,Mouse,2025-02-17,12,77,924
680,Keyboard,2025-01-21,14,140,1960
681,Keyboard,2025-02-12,13,162,2106
682,Mouse,2025-01-26,19,77,1463
683,Mouse,2025-02-08,15,95,1425
684,Laptop,2025-01-24,10,92,920
685,Keyboard,2025-02-01,15,135,2025
686,Keyboard,2025-02-09,6,181,1086
687,Mouse,2025-02-16,6,191,1146
688,Mouse,2025-01-31,6,186,1116
689,Printer,2025-02-13,9,74,666
690,Laptop,2025-01-27,9,158,1422
691,Printer,2025-02-18,8,58,464
692,Mouse,2025-01-25,3,56,168
693,Printer,2025-01-30,13,104,1352
694,Keyboard,2025-01-26,8,103,824
695,Keyboard,2025-02-03,20,144,2880
696,Mouse,2025-01-24,5,166,830
697,Mouse,2025-02-06,6,103,618
698,Keyboard,2025-02-05,9,171,1539
699,Keyboard,2025-02-14,14,185,2590
700,Laptop,2025-01-20,17,137,2329
701,Keyboard,2025-01-28,16,165,2640
702,Printer,2025-02-05,4,70,280
703,Tablet,2025-02-01,14,86,1204
704,Mouse,2025-01-20,2,57,114
705,Mouse,2025-01-24,16,157,2512
706,Mouse,2025-02-04,18,122,2196
707,Laptop,2025-01-21,6,51,306
708,Mouse,2025-01-30,1,182,182
709,Mouse,2025-01-31,3,84,252
710,Printer,2025-01-21,2,82,164
711,Laptop,2025-01-22,17,96,1632
712,Printer,2025-02-11,14,74,1036
713,Keyboard,2025-02-09,19,51,969
714,Keyboard,2025-02-10,4,179,716
715,Mouse,2025-02-02,2,145,290
716,Keyboard,2025-01-30,16,189,3024
717,Tablet,2025-01-19,19,99,1881
718,Laptop,2025-02-17,15,125,1875
719,Mouse,2025-02-05,10,200,2000
720,Tablet,2025-01-19,1,195,195
721,Laptop,2025-02-06,13,65,845
722,Mouse,2025-02-10,3,168,504
723,Printer,2025-02-03,15,51,765
724,Printer,2025-01-30,19,87,1653
725,Keyboard,2025-01-28,15,106,1590
726,Laptop,2025-01-23,14,64,896
727,Printer,2025-02-05,5,192,960
728,Mouse,2025-02-06,13,110,1430
729,Printer,2025-02-09,9,165,1485
730,Tablet,2025-02-13,6,56,336
731,Keyboard,2025-02-15,4,141,564
732,Tablet,2025-02-04,12,119,1428
733,Tablet,2025-01-25,7,67,469
734,Printer,2025-01-20,20,117,2340
735,Printer,2025-01-22,1,109,109
736,Mouse,2025-02-17,20,120,2400
737,Mouse,2025-02-03,19,197,3743
738,Printer,2025-01-30,5,164,820
739,Mouse,2025-01-31,9,155,1395
740,Tablet,2025-02-04,13,145,1885
741,Keyboard,2025-02-18,11,106,1166
742,Keyboard,2025-01-19,18,103,1854
743,Mouse,2025-01-25,16,152,2432
744,Printer,2025-02-08,12,148,1776
745,Printer,2025-02-16,18,157,2826
746,Laptop,2025-02-13,3,109,327
747,Tablet,2025-01-27,2,153,306
748,Keyboard,2025-02-07,20,116,2320
749,Laptop,2025-01-28,9,136,1224
750,Keyboard,2025-02-16,7,188,1316
751,Mouse,2025-02-03,17,87,1479
752,Mouse,2025-01-26,13,63,819
753,Mouse,2025-01-29,20,50,1000
754,Laptop,2025-02-04,3,65,195
755,Mouse,2025-01-23,12,66,792
756,Tablet,2025-02-18,4,75,300
757,Tablet,2025-02-05,7,133,931
758,Mouse,2025-02-15,10,122,1220
759,Keyboard,2025-02-02,10,124,1240
760,Mouse,2025-02-02,17,173,2941
761,Mouse,2025-01-28,13,84,1092
762,Tablet,2025-01-28,13,156,2028
763,Keyboard,2025-02-12,5,90,450
764,Printer,2025-01-23,16,124,1984
765,Mouse,2025-02-10,15,85,1275
766,Mouse,2025-02-06,19,172,3268
767,Printer,2025-02-01,20,68,1360
768,Tablet,2025-02-15,19,92,1748
769,Keyboard,2025-02-07,11,74,814
770,Mouse,2025-02-18,16,76,1216
771,Keyboard,2025-02-16,4,179,716
772,Tablet,2025-02-14,17,154,2618
773,Mouse,2025-02-07,5,103,515
774,Keyboard,2025-02-17,19,65,1235
775,Mouse,2025-02-09,8,199,1592
776,Laptop,2025-02-09,3,111,333
777,Tablet,2025-01-22,2,69,138
778,Printer,2025-01-30,19,141,2679
779,Mouse,2025-02-10,8,97,776
780,Keyboard,2025-02-10,7,75,525
781,Keyboard,2025-01-30,15,128,1920
782,Printer,2025-01-28,11,199,2189
783,Keyboard,2025-02-13,19,162,3078
784,Tablet,2025-02-08,10,150,1500
785,Tablet,2025-02-02,4,104,416
786,Mouse,2025-02-10,8,142,1136
787,Printer,2025-01-30,11,157,1727
788,Keyboard,2025-01-25,13,110,1430
789,Laptop,2025-01-25,9,113,1017
790,Laptop,2025-02-05,17,170,2890
791,Laptop,2025-02-18,2,159,318
792,Laptop,2025-02-15,9,138,1242
793,Mouse,2025-02-05,10,82,820
794,Tablet,2025-02-03,16,100,1600
795,Printer,2025-02-03,15,67,1005
796,Mouse,2025-01-23,6,171,1026
797,Printer,2025-01-23,14,121,1694
798,Printer,2025-02-05,17,180,3060
799,Keyboard,2025-02-14,10,199,1990
800,Printer,2025-01-24,13,147,1911
801,Keyboard,2025-02-15,18,110,1980
802,Laptop,2025-01-30,18,65,1170
803,Printer,2025-02-14,16,197,3152
804,Printer,2025-02-01,12,75,900
805,Printer,2025-02-14,13,124,1612
806,Laptop,2025-02-18,5,151,755
807,Mouse,2025-02-02,19,149,2831
808,Laptop,2025-02-06,19,130,2470
809,Laptop,2025-01-29,4,136,544
810,Mouse,2025-02-05,15,171,2565
811,Laptop,2025-01-19,19,108,2052
812,Tablet,2025-01-24,4,85,340
813,Keyboard,2025-01-21,17,75,1275
814,Printer,2025-02-04,1,137,137
815,Tablet,2025-02-10,3,183,549
816,Mouse,2025-02-12,14,90,1260
817,Printer,2025-01-30,18,180,3240
818,Laptop,2025-02-10,20,109,2180
819,Tablet,2025-02-14,11,170,1870
820,Tablet,2025-01-19,16,95,1520
821,Laptop,2025-02-02,19,158,3002
822,Tablet,2025-02-03,5,89,445
823,Keyboard,2025-01-20,5,89,445
824,Tablet,2025-01-29,6,170,1020
825,Mouse,2025-02-16,7,102,714
826,Printer,2025-02-18,11,94,1034
827,Printer,2025-02-10,18,150,2700
828,Tablet,2025-01-21,3,123,369
829,Keyboard,2025-01-27,8,134,1072
830,Printer,2025-01-28,16,117,1872
831,Keyboard,2025-02-15,9,65,585
832,Printer,2025-02-10,11,55,605
833,Mouse,2025-02-03,1,182,182
834,Tablet,2025-01-21,12,94,1128
835,Printer,2025-02-02,7,194,1358
836,Keyboard,2025-02-06,13,142,1846
837,Mouse,2025-02-09,5,94,470
838,Tablet,2025-02-08,12,190,2280
839,Laptop,2025-02-16,18,196,3528
840,Laptop,2025-02-15,5,113,565
841,Printer,2025-02-12,2,77,154
842,Mouse,2025-02-06,14,74,1036
843,Printer,2025-02-05,1,199,199
844,Mouse,2025-01-19,8,98,784
845,Laptop,2025-01-21,5,170,850
846,Keyboard,2025-01-24,17,144,2448
847,Printer,2025-02-03,8,55,440
848,Tablet,2025-01-26,15,155,2325
849,Keyboard,2025-01-23,19,192,3648
850,Keyboard,2025-02-04,14,128,1792
851,Mouse,2025-02-07,8,133,1064
852,Keyboard,2025-02-15,19,104,1976
853,Laptop,2025-01-19,9,142,1278
854,Tablet,2025-02-11,10,98,980
855,Laptop,2025-01-22,10,104,1040
856,Laptop,2025-02-03,13,185,2405
857,Printer,2025-02-16,17,166,2822
858,Mouse,2025-02-02,5,125,625
859,Laptop,2025-02-07,15,85,1275
860,Printer,2025-02-16,19,127,2413
861,Keyboard,2025-02-18,4,62,248
862,Laptop,2025-02-13,13,54,702
863,Laptop,2025-01-30,7,127,889
864,Mouse,2025-01-25,13,188,2444
865,Laptop,2025-02-18,2,194,388
866,Printer,2025-02-12,20,191,3820
867,Printer,2025-01-21,3,176,528
868,Laptop,2025-02-08,1,71,71
869,Keyboard,2025-01-19,6,143,858
870,Printer,2025-02-01,10,151,1510
871,Printer,2025-02-06,16,185,2960
872,Printer,2025-01-28,16,61,976
873,Tablet,2025-01-29,11,98,1078
874,Mouse,2025-01-29,10,59,590
875,Printer,2025-02-07,4,154,616
876,Mouse,2025-02-12,18,65,1170
